100000010011000, 100000010011000, 85403
1100100100011011001, 1100100100011011001, 526781
111111000011101111, 111111000011101111, 506590
1000010100001101100, 1000010100001101100, 162430
110110010000010011, 110110010000010011, 301204
10110011101101110100, 10110011101101110100, 39173
111101100111111111, 111101100111111111, 347694
10000101001100100, 10000101001100100, 26207
11001101100000111010, 11001101100000111010, 991282
1101100010011111000, 1101100010011111000, 48666
100001011101110001, 100001011101110001, 70930
11110111110010011, 11110111110010011, 21596
10010101011000110, 10010101011000110, 193073
10110011010111010110, 10110011010111010110, 64653
111000110001000, 111000110001000, 225147
100011000111110010, 100011000111110010, 143255
11000110100011001100, 11000110100011001100, 806282
1100011110110100001, 1100011110110100001, 478838
110011101010111, 110011101010111, 23353
10001110101100111111, 10001110101100111111, 263121
1101100100111111101, 1101100100111111101, 649431
1110011111100101011, 1110011111100101011, 804704
111000111010, 111000111010, 4418
110111101011110001, 110111101011110001, 582565
11011011011111011011, 11011011011111011011, 809787
10010001011110110110, 10010001011110110110, 28600
101101000010000110, 101101000010000110, 414283
10011010111, 10011010111, 6713
10001100000010011, 10001100000010011, 26938
10111010111110, 10111010111110, 60034
10110110011100001110, 10110110011100001110, 883912
10100001011110, 10100001011110, 37253
101011001100110011, 101011001100110011, 95873
1010000001110110, 1010000001110110, 58181
1000110101011111111, 1000110101011111111, 334146
1011000110111111000, 1011000110111111000, 754135
101100100100000001, 101100100100000001, 459694
10100001001000011100, 10100001001000011100, 162748
110010111010000100, 110010111010000100, 87360
1000111001011011, 1000111001011011, 65290
1000110001011111001, 1000110001011111001, 79129
1010011100100000, 1010011100100000, 497456
1100011110010000001, 1100011110010000001, 613576
1000101010000001, 1000101010000001, 347422
1100111011010010000, 1100111011010010000, 820444
1101000110011010100, 1101000110011010100, 622690
1010000000100101, 1010000000100101, 256003
11110100000100111, 11110100000100111, 246992
1000101100100101, 1000101100100101, 96826
101011001011, 101011001011, 3687
1001010000000011010, 1001010000000011010, 96804
1000101100100, 1000101100100, 26329
110011001111100110, 110011001111100110, 433140
1111001101001, 1111001101001, 70182
11000100001111010110, 11000100001111010110, 570437
1010010100011000101, 1010010100011000101, 1011882
101100100011001010, 101100100011001010, 100657
10011101111100010110, 10011101111100010110, 83626
101011111010011, 101011111010011, 8036
101110111100001111, 101110111100001111, 162002
1001110101111100, 1001110101111100, 564
111001111000111, 111001111000111, 93182
11101101011010110100, 11101101011010110100, 531124
10111110111110111, 10111110111110111, 643832
100000001010101011, 100000001010101011, 102956
110111110001111111, 110111110001111111, 495720
10110000000001111001, 10110000000001111001, 623497
11110111010100010100, 11110111010100010100, 916448
100110011101010011, 100110011101010011, 461312
111101011111011100, 111101011111011100, 262365
100100110001111, 100100110001111, 49274
101001101110000000, 101001101110000000, 162451
11111001001001110, 11111001001001110, 15704
100000000000101111, 100000000000101111, 100746
110011000111101100, 110011000111101100, 83521
10011010011001101000, 10011010011001101000, 104801
11101001011000100011, 11101001011000100011, 757213
1100101010110101010, 1100101010110101010, 463704
10101011101100001110, 10101011101100001110, 331557
10011100101010011, 10011100101010011, 90765
10000000000110100, 10000000000110100, 101103
1001000000001101, 1001000000001101, 95591
101001001111010, 101001001111010, 18878
1100000100010111001, 1100000100010111001, 114304
1101100111001010100, 1101100111001010100, 408693
10001000001000101, 10001000001000101, 184036
110100000110111111, 110100000110111111, 272415
1001011101, 1001011101, 275816
100011100010101010, 100011100010101010, 129888
101110011101111010, 101110011101111010, 274785
110100100101001000, 110100100101001000, 338849
1000001001111111001, 1000001001111111001, 311875
100000111000000000, 100000111000000000, 382238
1110000101101000011, 1110000101101000011, 109756
1000101101100100, 1000101101100100, 603822
1010011011110, 1010011011110, 41611
1100101101001010, 1100101101001010, 91828
1011100111110110011, 1011100111110110011, 780900
100010011101110, 100010011101110, 13098
111011010100011000, 111011010100011000, 162279
11111011010101011, 11111011010101011, 152171
1011101000101101, 1011101000101101, 550059
1011101101100101100, 1011101101100101100, 744106
11000100011110001, 11000100011110001, 629152
1100001110001110011, 1100001110001110011, 292026
1110001101000011011, 1110001101000011011, 128069
111000110100110010, 111000110100110010, 57520
100011000110110011, 100011000110110011, 636205
110001110011001, 110001110011001, 775678
1010110000011111000, 1010110000011111000, 671270
1111011011000000101, 1111011011000000101, 626445
1111010111001100010, 1111010111001100010, 347436
100100011111111, 100100011111111, 138480
1000111011010111001, 1000111011010111001, 906485
1101100010000011010, 1101100010000011010, 254728
100101001010101110, 100101001010101110, 103849
11001111000100, 11001111000100, 12165
1110101000010001, 1110101000010001, 475788
100110001111010100, 100110001111010100, 523217
10000001110011001, 10000001110011001, 158
11010101001010100, 11010101001010100, 85043
1010110000111100001, 1010110000111100001, 610450
1001000001010100000, 1001000001010100000, 691207
11011000110100100, 11011000110100100, 673257
101110010110101011, 101110010110101011, 212326
1101001110110010111, 1101001110110010111, 623834
10100011111100010, 10100011111100010, 76992
1010000111101010, 1010000111101010, 464943
1011011001000001011, 1011011001000001011, 130223
10101000000011011010, 10101000000011011010, 63106
10111011101111011, 10111011101111011, 42223
110110100010000100, 110110100010000100, 606751
11001100100111111101, 11001100100111111101, 72918
10000101001001111110, 10000101001001111110, 68703
1101111010001001101, 1101111010001001101, 224145
1000010111001001, 1000010111001001, 38420
10100110100111101001, 10100110100111101001, 545113
11100111101101101, 11100111101101101, 173445
110001101001110, 110001101001110, 43963
1110111101111100110, 1110111101111100110, 435708
11010110000010011, 11010110000010011, 162822
1010000011111, 1010000011111, 3491
1111010101110010010, 1111010101110010010, 568771
10001100111001111, 10001100111001111, 191660
1101011101011010000, 1101011101011010000, 4982
1111101000101001011, 1111101000101001011, 744128
1001011110001110001, 1001011110001110001, 92844
1010101011101, 1010101011101, 9762
1011010010110101010, 1011010010110101010, 496330
1000001111010111101, 1000001111010111101, 101589
110011111010100, 110011111010100, 89928
1100110001101000011, 1100110001101000011, 417088
100001111011101100, 100001111011101100, 120824
1010110010101, 1010110010101, 30851
11000111000001100, 11000111000001100, 450224
100111011010110000, 100111011010110000, 297270
1111000010111100100, 1111000010111100100, 803734
1100101110010011010, 1100101110010011010, 595918
1101011111001, 1101011111001, 13428
10000111111000000, 10000111111000000, 149060
110101010110011, 110101010110011, 31188
11000000001000111, 11000000001000111, 92231
10000001110100011001, 10000001110100011001, 105967
100011010111110, 100011010111110, 23713
110000000111001111, 110000000111001111, 142465
100001000110101, 100001000110101, 1274
1110101111010010, 1110101111010010, 88294
111111111011101000, 111111111011101000, 285809
10110110010010010, 10110110010010010, 26459
1010010001010111011, 1010010001010111011, 121141
100100011110110, 100100011110110, 12098
1001110000011100111, 1001110000011100111, 53673
101001101101011100, 101001101101011100, 396593
110100100010111101, 110100100010111101, 26883
100010100110110000, 100010100110110000, 354791
10110111001110001, 10110111001110001, 111217
100111011011010011, 100111011011010011, 146220
1101101101001101101, 1101101101001101101, 722810
1110000010111100011, 1110000010111100011, 49092
11101011011110011000, 11101011011110011000, 567793
1000011101111011001, 1000011101111011001, 546040
110110101000101001, 110110101000101001, 217980
1001011111101000, 1001011111101000, 39970
10110010010110001, 10110010010110001, 107167
10001100000001000, 10001100000001000, 667120
1101100011001100011, 1101100011001100011, 296865
11011110101010001, 11011110101010001, 199737
10011101001010000011, 10011101001010000011, 43344
1110101110110, 1110101110110, 58833
1100101001010011110, 1100101001010011110, 50479
101100011100101010, 101100011100101010, 12945
100010111111010010, 100010111111010010, 159924
1100000110010101101, 1100000110010101101, 493335
1101011100110010111, 1101011100110010111, 59187
110100011000001010, 110100011000001010, 624295
1010110010010101101, 1010110010010101101, 560846
11101000000, 11101000000, 213282
100111101100110, 100111101100110, 352236
100000000101100100, 100000000101100100, 484173
100000001111101100, 100000001111101100, 89516
101101110010001, 101101110010001, 104948
111110010001001, 111110010001001, 26962
1100011000111101111, 1100011000111101111, 109828
1111100100010101011, 1111100100010101011, 71357
111101001010011, 111101001010011, 226045
1000100000011001110, 1000100000011001110, 230692
101111111101111101, 101111111101111101, 286739
1110011010000001100, 1110011010000001100, 319927
110000110111101100, 110000110111101100, 437501
11111100010001100, 11111100010001100, 617612
1110000100011100100, 1110000100011100100, 529662
11111111010000111, 11111111010000111, 239512
110110111101110010, 110110111101110010, 430040
1110111101000100001, 1110111101000100001, 614064
1111111110110001, 1111111110110001, 9475
1110110011010010, 1110110011010010, 62837
1100110100011, 1100110100011, 4473
1010000110100100111, 1010000110100100111, 208223
100010000111110000, 100010000111110000, 71107
10000111111010, 10000111111010, 7691
1010110000001001101, 1010110000001001101, 486743
1101000101011111, 1101000101011111, 29928
10110110011111011110, 10110110011111011110, 270453
1001011011000011000, 1001011011000011000, 92581
111010111100110011, 111010111100110011, 162798
1100011011011111100, 1100011011011111100, 55349
1100001111100000, 1100001111100000, 757366
11100100111100000, 11100100111100000, 375487
1101010111111001110, 1101010111111001110, 265302
100111000101010110, 100111000101010110, 80213
110111010100001, 110111010100001, 8007
11000100000001101110, 11000100000001101110, 438840
10111110011000110, 10111110011000110, 112135
1010110111000011110, 1010110111000011110, 574590
10001011001101111101, 10001011001101111101, 636502
10000100100101010011, 10000100100101010011, 121288
1101000001000011001, 1101000001000011001, 231405
10110110000101000110, 10110110000101000110, 178564
10101101001101011, 10101101001101011, 34091
1000000010110010101, 1000000010110010101, 582383
101011000010010111, 101011000010010111, 45895
10111111001001010101, 10111111001001010101, 869268
1001001000011000100, 1001001000011000100, 574716
101110111110101110, 101110111110101110, 50934
10010110100111010010, 10010110100111010010, 401049
10001011011000111001, 10001011011000111001, 575386
10000001111101001, 10000001111101001, 89606
111100111000001111, 111100111000001111, 167798
1001111000011101010, 1001111000011101010, 274204
10111110001011101, 10111110001011101, 104809
1101101010011111001, 1101101010011111001, 216281
1011100110100010, 1011100110100010, 78864
10001110100100010, 10001110100100010, 31393
1101110010110110, 1101110010110110, 78258
1100110110101000101, 1100110110101000101, 850978
110111111100101110, 110111111100101110, 73240
1100111111010100011, 1100111111010100011, 233376
1100100011110001, 1100100011110001, 12532
1111111001100100, 1111111001100100, 53204
11110110001100100, 11110110001100100, 238872
11011001101000, 11011001101000, 17402
110101011101111000, 110101011101111000, 138218
10010100011010110010, 10010100011010110010, 704986
